id,cleanLoc,keep
we will perform a dental cleaning when the dog has its spay/neuter surgery.  A dental cleaning with extractions would cost you upwards of $400-600 at your local vet clinic.ALSO NOTE... Small Miracle is a 501(c)(3) charitable organization.  We survive off of our adoption fees and donations from the community.  We are a non-profit animal rescue and do not receive income from tax revenue as some county shelters do. For more information including Adoption Hours and Rescue Address,West Virginia,
we will perform a dental cleaning when the dog has its spay/neuter surgery.  A dental cleaning with extractions would cost you upwards of $400-600 at your local vet clinic.ALSO NOTE... Small Miracle is a 501(c)(3) charitable organization.  We survive off of our adoption fees and donations from the community.  We are a non-profit animal rescue and do not receive income from tax revenue as some county shelters do. For more information including Adoption Hours and Rescue Address,Kentucky,
45107377,North Carolina,TRUE
45107377,Virginia,
45107377,Maryland,
45107377,New Jersey,
45107364,North Carolina,TRUE
45107364,Virginia,
45107364,Maryland,
45107364,New Jersey,
45103327,Washington DC,TRUE
45103327,Maryland,
45102248,Maryland,
45102248,New Jersey,
45102248,New York,
45102248,Pennsylvania,
45102248,Virginia,
45102248,West Virginia,
45102248,Washington DC,
45101384,Washington,
45101384,Texas,TRUE
45097999,North Carolina,TRUE
45097999,Virginia,
45097999,Maryland,
45096429,Maryland,
45096429,Virginia,
45096424,Maryland,
45096424,Virginia,
45095661,Maryland,
45095661,Virginia,
45095655,Maryland,
45095655,Virginia,
45095648,Maryland,
45095648,Virginia,
45095636,Maryland,
45095636,Virginia,
45093324,Maryland,
45093324,Virginia,
45093208,Maryland,
45093208,Virginia,
45092055,Maryland,
45092055,Virginia,
45091591,Maryland,
45091591,Virginia,
45087087,Georgia,TRUE
45087087,New Jersey,
45087034,South Carolina,TRUE
45087034,New Jersey,
45079045,Maryland,
45079045,Virginia,
45079017,Maryland,
45079017,Virginia,
45072805,South Carolina,TRUE
45072805,Connecticut,
45072665,South Carolina,TRUE
45072665,Connecticut,
45071942,South Carolina,TRUE
45071942,New Jersey,
45071923,South Carolina,TRUE
45071923,New Jersey,
45071367,South Carolina,TRUE
45071367,New Jersey,
45071342,South Carolina,TRUE
45071342,New Jersey,
45071328,South Carolina,TRUE
45071328,New Jersey,
45071275,South Carolina,TRUE
45071275,New Jersey,
45071259,South Carolina,TRUE
45071259,New Jersey,
45071248,South Carolina,TRUE
45071248,New Jersey,
45070536,South Carolina,TRUE
45070536,Connecticut,
45070515,South Carolina,TRUE
45070515,Connecticut,
45069204,South Carolina,TRUE
45069204,Connecticut,
45068723,Texas,TRUE
45068723,Minnesota,
45068169,South Carolina,TRUE
45068169,Connecticut,
45066355,Georgia,TRUE
45066355,New Jersey,
45066345,Georgia,TRUE
45066345,New Jersey,
45066334,Georgia,TRUE
45066334,New Jersey,
45062056,Maryland,
45062056,Virginia,
45061897,Maryland,
45061897,Virginia,
45059718,Alabama,TRUE
45059718,Virginia,
45059325,South Carolina,TRUE
45059325,Connecticut,
45058962,South Carolina,TRUE
45058962,Connecticut,
45055417,Georgia,TRUE
45055417,North Carolina,
45054476,California,TRUE
45054476,Washington,
45051695,North Carolina,
45051695,Virginia,
45051695,Maryland,
45051167,Maryland,
45051167,Virginia,
45051161,Maryland,
45051161,Virginia,
45049837,Maryland,
45049837,Virginia,
45049831,Maryland,
45049831,Virginia,
45048211,Maryland,
45048211,Virginia,
45048118,Maryland,
45048118,Virginia,
45047909,Maryland,
45047909,Virginia,
45047671,Maryland,
45047671,Virginia,
45047557,Maryland,
45047557,Virginia,
45047459,Maryland,
45047459,Virginia,
45047302,Maryland,
45047302,Virginia,
45047226,Maryland,
45047226,Virginia,
45046481,Maryland,
45046481,Virginia,
45046364,Maryland,
45046364,Virginia,
45046034,California,TRUE
45046034,Washington,
45040779,Maryland,
45040779,Virginia,
45040770,Maryland,
45040770,Virginia,
45040764,Maryland,
45040764,Virginia,
45040755,Maryland,
45040755,Virginia,
45040743,Maryland,
45040743,Virginia,
45040730,Maryland,
45040730,Virginia,
45040705,Maryland,
45040705,Virginia,
45040677,Maryland,
45040677,Virginia,
45040639,Maryland,
45040639,Virginia,
45040624,Maryland,
45040624,Virginia,
45021720,Maryland,
45021720,Virginia,
45021705,Maryland,
45021705,Virginia,
45017094,Louisiana,TRUE
45017094,Michigan,
45004675,North Carolina,
45004675,Virginia,
45004675,Maryland,
45004674,North Carolina,
45004674,Virginia,
45004674,Maryland,
45002985,Alabama,TRUE
45002985,Georgia,
44998013,Texas,TRUE
44998013,New York,
44997116,Maryland,
44997116,Virginia,
44997100,Maryland,
44997100,Virginia,
44997096,Maryland,
44997096,Virginia,
44997089,Maryland,
44997089,Virginia,
44996836,Maryland,
44996836,Virginia,
44996834,Maryland,
44996834,Virginia,
44995318,Washington DC,
44995318,Maryland,
44995317,Washington DC,
44995317,Maryland,
44991313,North Carolina,TRUE
44991313,Virginia,
44990970,Georgia,TRUE
44990970,New Jersey,
44986759,Texas,TRUE
44986759,Minnesota,
44983128,North Carolina,
44983128,Virginia,
44983128,Maryland,
44982320,North Carolina,
44982320,Virginia,
44982320,Maryland,
44982320,New Jersey,
44978259,West Virginia,TRUE
44978259,North Carolina,
44974376,Texas,TRUE
44974376,Rhode Island,
44972528,Kansas,TRUE
44972528,Nebraska,
44971619,Maryland,
44971619,Virginia,
44971595,Maryland,
44971595,Virginia,
44967336,Texas,TRUE
44967336,China,
44963979,North Carolina,
44963979,Virginia,
44963979,Maryland,
44962064,Texas,TRUE
44962064,Washington,
44953336,New Mexico,TRUE
44953336,Colorado,
44953006,North Carolina,
44953006,Virginia,
44953006,Maryland,
44953006,New Jersey,
44953001,North Carolina,
44953001,Virginia,
44953001,Maryland,
44953001,New Jersey,
44952994,North Carolina,
44952994,Virginia,
44952994,Maryland,
44952994,New Jersey,
44952986,North Carolina,
44952986,Virginia,
44952986,Maryland,
44952986,New Jersey,
44952980,North Carolina,
44952980,Virginia,
44952980,Maryland,
44952980,New Jersey,
44952973,North Carolina,
44952973,Virginia,
44952973,Maryland,
44952973,New Jersey,
44952962,North Carolina,
44952962,Virginia,
44952962,Maryland,
44952962,New Jersey,
44952954,North Carolina,
44952954,Virginia,
44952954,Maryland,
44952954,New Jersey,
44952940,North Carolina,
44952940,Virginia,
44952940,Maryland,
44952940,New Jersey,
44952934,North Carolina,
44952934,Virginia,
44952934,Maryland,
44952934,New Jersey,
44949056,Texas,TRUE
44949056,Minnesota,
44949049,Texas,TRUE
44949049,Minnesota,
44945799,North Carolina,
44945799,Virginia,
44945799,Maryland,
44945425,Maryland,
44945425,Virginia,
44945408,Maryland,
44945408,Virginia,
44945398,Maryland,
44945398,Virginia,
44945381,Maryland,
44945381,Virginia,
44944805,Maryland,
44944805,Virginia,
44944778,Maryland,
44944778,Virginia,
44944616,South Carolina,TRUE
44944616,New Jersey,
44941793,Texas,TRUE
44941793,Minnesota,
44941792,Texas,TRUE
44941792,Minnesota,
44938782,North Carolina,
44938782,Virginia,
44932123,North Carolina,TRUE
44932123,Florida,
44931720,Georgia,TRUE
44931720,New Jersey,
44931685,Georgia,TRUE
44931685,New Jersey,
44931674,Georgia,TRUE
44931674,New Jersey,
44931425,Georgia,TRUE
44931425,New Jersey,
44931311,Georgia,TRUE
44931311,New Jersey,
44928757,North Carolina,
44928757,Virginia,
44928757,Maryland,
44928754,North Carolina,
44928754,Virginia,
44928754,Maryland,
44928753,North Carolina,
44928753,Virginia,
44928753,Maryland,
44922818,Maryland,
44922818,Virginia,
44922777,Maryland,
44922777,Virginia,
44915288,Maryland,
44915288,Virginia,
44915280,Maryland,
44915280,Virginia,
44912408,Texas,TRUE
44912408,Minnesota,
44908446,Maryland,
44908446,Virginia,
44908432,Maryland,
44908432,Virginia,
44908307,Maryland,
44908307,Virginia,
44908289,Maryland,
44908289,Virginia,
44908160,Maryland,
44908160,Virginia,
44908145,Maryland,
44908145,Virginia,
44907834,Maryland,
44907834,Virginia,
44907807,Maryland,
44907807,Virginia,
44907699,Maryland,
44907699,Virginia,
44907675,Maryland,
44907675,Virginia,
44902780,South Korea,TRUE
44902780,Minnesota,
44898511,North Carolina,
44898511,Virginia,
44898511,Maryland,
44895530,North Carolina,
44895530,Maryland,
44895530,Virginia,
44892286,Missouri,TRUE
44892286,Virginia,
44889857,North Carolina,
44889857,Virginia,
44889857,Maryland,
44888462,North Carolina,
44888462,Virginia,
44888462,Maryland,
44888462,New Jersey,
44888447,North Carolina,
44888447,Virginia,
44888447,Maryland,
44888447,New Jersey,
44877201,Cuba,
44877201,New Mexico,TRUE
44875106,North Carolina,
44875106,Virginia,
44875106,Maryland,
44874077,Maryland,
44874077,Virginia,
44874039,Maryland,
44874039,Virginia,
44868217,South Carolina,TRUE
44868217,New Jersey,
44863530,India,TRUE
44863530,North Carolina,
44863530,Virginia,
44863530,Maryland,
44862367,South Carolina,TRUE
44862367,New Jersey,
44862348,South Carolina,TRUE
44862348,New Jersey,
44860705,Washington DC,
44860705,Maryland,
44860700,Washington DC,
44860700,Maryland,
44860699,Washington DC,
44860699,Maryland,
44857959,North Carolina,
44857959,Virginia,
44857959,Maryland,
44857958,North Carolina,
44857958,Virginia,
44857958,Maryland,
44857957,North Carolina,
44857957,Virginia,
44857957,Maryland,
44857952,North Carolina,
44857952,Virginia,
44857952,Maryland,
44857950,North Carolina,
44857950,Virginia,
44857950,Maryland,
44856970,South Carolina,TRUE
44856970,New Jersey,
44856963,South Carolina,TRUE
44856963,New Jersey,
44855229,California,TRUE
44855229,Washington,
44850267,South Korea,TRUE
44850267,Minnesota,
44846118,Maryland,
44846118,Virginia,
44846112,Maryland,
44846112,Virginia,
44844285,Texas,TRUE
44844285,New York,
44844253,Texas,TRUE
44844253,New York,
44841003,North Carolina,
44841003,Virginia,
44841003,Maryland,
44841003,New Jersey,
44840843,North Carolina,
44840843,Virginia,
44840843,Maryland,
44840843,New Jersey,
44840803,North Carolina,
44840803,Virginia,
44840803,Maryland,
44840803,New Jersey,
44838574,North Carolina,
44838574,Virginia,
44838574,Maryland,
44837615,Maryland,
44837615,Virginia,
44837604,Maryland,
44837604,Virginia,
44833712,China,TRUE
44833712,Taiwan,
44833709,China,TRUE
44833709,Taiwan,
44833708,China,TRUE
44833708,Taiwan,
44829163,North Carolina,
44829163,Virginia,
44829163,Maryland,
44829161,North Carolina,
44829161,Virginia,
44829161,Maryland,
44829160,North Carolina,
44829160,Virginia,
44829160,Maryland,
44826284,Washington DC,
44826284,Maryland,
44824249,Maryland,
44824249,Virginia,
44824110,Maryland,
44824110,Virginia,
44823926,North Carolina,
44823926,Virginia,
44823926,Maryland,
44823921,North Carolina,
44823921,Virginia,
44823921,Maryland,
44823476,North Carolina,TRUE
44823476,New Jersey,
44823411,North Carolina,
44823411,New Jersey,
44823244,North Carolina,
44823244,New Jersey,
44822973,North Carolina,
44822973,New Jersey,
44817591,Texas,TRUE
44817591,Washington,
44816689,North Carolina,
44816689,Virginia,
44816689,Maryland,
44816689,New Jersey,
44815835,Virginia,
44815835,Maryland,
44815835,Washington DC,
44814916,California,TRUE
44814916,Washington,
44813610,North Carolina,
44813610,Virginia,
44813610,Maryland,
44813609,North Carolina,
44813609,Virginia,
44813609,Maryland,
44810215,North Carolina,
44810215,Virginia,
44810215,Maryland,
44810213,North Carolina,
44810213,Virginia,
44810213,Maryland,
44810205,North Carolina,
44810205,Virginia,
44810205,Maryland,
44810197,North Carolina,
44810197,Virginia,
44810197,Maryland,
44810194,North Carolina,
44810194,Virginia,
44810194,Maryland,
44809207,Virginia,
44809207,Maryland,
44809207,Washington DC,
44804206,Virginia,
44804206,Maryland,
44804206,Washington DC,
44802042,Washington DC,
44802042,Maryland,
44782377,North Carolina,TRUE
44782377,New Jersey,
44782213,North Carolina,TRUE
44782213,New Jersey,
44782175,North Carolina,TRUE
44782175,New Jersey,
44782129,North Carolina,TRUE
44782129,New Jersey,
44771005,North Carolina,TRUE
44771005,Virginia,
44771005,Maryland,
44771005,New Jersey,
44771002,North Carolina,
44771002,Virginia,
44771002,Maryland,
44771002,New Jersey,
44770746,Maryland,
44770746,Virginia,
44770735,Maryland,
44770735,Virginia,
44770640,Maryland,
44770640,Virginia,
44770635,Maryland,
44770635,Virginia,
44763653,North Carolina,TRUE
44763653,Delaware,
44759444,Texas,TRUE
44759444,China,
44759443,Texas,TRUE
44759443,China,
44759442,Texas,TRUE
44759442,China,
44759435,Texas,TRUE
44759435,China,
44759434,Texas,TRUE
44759434,China,
44759432,Texas,TRUE
44759432,China,
44759431,Texas,TRUE
44759431,China,
44759430,Texas,TRUE
44759430,China,
44759423,Texas,TRUE
44759423,China,
44759416,China,
44759416,Texas,TRUE
44759412,China,TRUE
44759412,Maine,
44759410,China,TRUE
44759410,Maine,
44759409,China,TRUE
44759409,Maine,
44759406,Texas,TRUE
44759406,China,
44757198,North Carolina,
44757198,Virginia,
44757198,Maryland,
44756632,North Carolina,
44756632,Virginia,
44756632,Maryland,
44756632,New Jersey,
44756626,North Carolina,
44756626,Virginia,
44756626,Maryland,
44756626,New Jersey,
44756620,North Carolina,
44756620,Virginia,
44756620,Maryland,
44756620,New Jersey,
44756610,North Carolina,
44756610,Virginia,
44756610,Maryland,
44756610,New Jersey,
44756601,North Carolina,
44756601,Virginia,
44756601,Maryland,
44756601,New Jersey,
44750555,Washington,
44750555,Hawaii,TRUE
44739363,Kosovo,TRUE
44739363,North Carolina,
44739363,Virginia,
44739363,Maryland,
44738014,Missouri,TRUE
44738014,Iowa,
44724313,North Carolina,
44724313,Virginia,
44708127,Maryland,
44708127,Virginia,
44708123,Maryland,
44708123,Virginia,
44706933,North Carolina,
44706933,Virginia,
44706933,Maryland,
44706933,New Jersey,
44706869,North Carolina,
44706869,Virginia,
44706869,Maryland,
44706869,New Jersey,
44681492,Texas,TRUE
44681492,Minnesota,
44660594,Florida,TRUE
44660594,Egypt,
44659242,North Carolina,
44659242,Virginia,
44659242,Maryland,
44652244,Texas,
44652244,Washington,
44644477,Maryland,
44644477,Virginia,
44644461,Maryland,
44644461,Virginia,
44641127,North Carolina,
44641127,Virginia,
44641127,Maryland,
44637386,South Carolina,TRUE
44637386,New Jersey,
44634847,California,TRUE
44634847,Washington,
44628609,West Virginia,
44628609,North Carolina,TRUE
44623551,Maryland,
44623551,Virginia,
44623426,Maryland,
44623426,Virginia,
44623402,Maryland,
44623402,Virginia,
44623394,Maryland,
44623394,Virginia,
44622854,Maryland,
44622854,Virginia,
44622843,Maryland,
44622843,Virginia,
44621951,North Carolina,
44621951,Virginia,
44621951,Maryland,
44621951,New Jersey,
44621925,North Carolina,
44621925,Virginia,
44621925,Maryland,
44621925,New Jersey,
44621924,North Carolina,
44621924,Virginia,
44621924,Maryland,
44621924,New Jersey,
44621885,North Carolina,
44621885,Virginia,
44621885,Maryland,
44621885,New Jersey,
44618944,North Carolina,
44618944,Virginia,
44618944,Maryland,
44618941,North Carolina,
44618941,Virginia,
44618941,Maryland,
44607602,Georgia,TRUE
44607602,New Jersey,
44607459,Georgia,TRUE
44607459,New Jersey,
44594300,North Carolina,
44594300,Virginia,
44594300,Maryland,
44594300,New Jersey,
44592374,China,TRUE
44592374,Minnesota,
44572953,Maryland,
44572953,New Jersey,
44572953,New York,
44572953,Pennsylvania,
44572953,Virginia,
44572953,West Virginia,
44572953,Washington DC,
44552570,North Carolina,
44552570,Virginia,
44552570,Maryland,
44551680,Maryland,
44551680,Virginia,
44551665,Maryland,
44551665,Virginia,
44551618,Maryland,
44551618,Virginia,
44551593,Maryland,
44551593,Virginia,
44539535,North Carolina,
44539535,Virginia,
44539535,Maryland,
44534729,California,TRUE
44534729,Washington,
44532851,North Carolina,
44532851,Virginia,
44532851,Maryland,
44524639,Texas,TRUE
44524639,Minnesota,
44522646,Maryland,
44522646,Virginia,
44522638,Maryland,
44522638,Virginia,
44521950,North Carolina,
44521950,Virginia,
44521950,Maryland,
44521950,New Jersey,
44516901,South Korea,TRUE
44516901,Virginia,
44516671,Maryland,
44516671,Virginia,
44516642,Maryland,
44516642,Virginia,
44501736,California,TRUE
44501736,Washington,
44498922,North Carolina,
44498922,Virginia,
44498922,Maryland,
44498922,New Jersey,
44454763,Bahamas,TRUE
44454763,Oklahoma,
44435310,North Carolina,
44435310,Maryland,
44434791,North Carolina,
44434791,Virginia,
44434791,Maryland,
44434791,New Jersey,
44434718,North Carolina,
44434718,Virginia,
44434718,Maryland,
44434718,New Jersey,
44430226,India,TRUE
44430226,New York,
44429809,North Carolina,
44429809,Virginia,
44429809,Maryland,
44429809,New Jersey,
44429680,North Carolina,
44429680,Virginia,
44429680,Maryland,
44429680,New Jersey,
44429676,North Carolina,
44429676,Virginia,
44429676,Maryland,
44429676,New Jersey,
44429661,North Carolina,
44429661,Virginia,
44429661,Maryland,
44429661,New Jersey,
44421900,North Carolina,
44421900,Virginia,
44421900,Maryland,
44416506,Maryland,
44416506,New Jersey,
44416506,New York,
44416506,Pennsylvania,
44416506,Virginia,
44416506,West Virginia,
44416506,Washington DC,
44409025,Louisiana,TRUE
44409025,Minnesota,
44407455,Maryland,
44407455,Virginia,
44407447,Maryland,
44407447,Virginia,
44377700,North Carolina,
44377700,Virginia,
44377700,Maryland,
44377700,New Jersey,
44377690,North Carolina,
44377690,Virginia,
44377690,Maryland,
44377690,New Jersey,
44373911,North Carolina,
44373911,Virginia,
44373911,Maryland,
44371849,Maryland,
44371849,Virginia,
44371791,Maryland,
44371791,Virginia,
44365078,Texas,TRUE
44365078,Minnesota,
44362569,North Carolina,
44362569,Virginia,
44362569,Maryland,
44352464,California,TRUE
44352464,Washington,
44306515,Texas,TRUE
44306515,Wisconsin,
44305258,North Carolina,
44305258,Virginia,
44305258,Maryland,
44305257,North Carolina,
44305257,Virginia,
44305257,Maryland,
44302746,Washington DC,
44302746,Maryland,
44270081,Texas,TRUE
44270081,Washington DC,
44262481,Texas,TRUE
44262481,Minnesota,
44249348,North Carolina,
44249348,Virginia,
44249348,Maryland,
44249348,New Jersey,
44246861,Texas,TRUE
44246861,Connecticut,
44246659,Texas,TRUE
44246659,Connecticut,
44240188,North Carolina,
44240188,Virginia,
44239950,Maryland,
44239950,Virginia,
44239942,Maryland,
44239942,Virginia,
44236056,California,TRUE
44236056,Washington,
44234278,North Carolina,
44234278,Virginia,
44234278,Maryland,
44234278,New Jersey,
44233939,North Carolina,
44233939,Virginia,
44233939,Maryland,
44233939,New Jersey,
44211557,North Carolina,
44211557,Virginia,
44211557,Maryland,
44211557,New Jersey,
44198080,California,TRUE
44198080,Washington,
44196785,North Carolina,
44196785,Virginia,
44196785,Maryland,
44196783,North Carolina,
44196783,Virginia,
44196783,Maryland,
44190992,Maryland,
44190992,Virginia,
44190977,Maryland,
44190977,Virginia,
44186110,North Carolina,
44186110,Virginia,
44186110,Maryland,
44186110,New Jersey,
44186071,North Carolina,
44186071,Virginia,
44186071,Maryland,
44186071,New Jersey,
44186049,North Carolina,
44186049,Virginia,
44186049,Maryland,
44186049,New Jersey,
44181262,North Carolina,
44181262,Virginia,
44181262,Maryland,
44181262,New Jersey,
44181237,North Carolina,
44181237,Virginia,
44181237,Maryland,
44181237,New Jersey,
44169993,South Carolina,TRUE
44169993,North Carolina,
44169993,Virginia,
44169993,Maryland,
44169988,North Carolina,
44169988,Virginia,
44169988,Maryland,
44139974,West Virginia,TRUE
44139974,Virginia,
44134052,Texas,TRUE
44134052,New York,
44133913,North Carolina,
44133913,Virginia,
44133913,Maryland,
44133913,New Jersey,
44133895,North Carolina,
44133895,Virginia,
44133895,Maryland,
44133895,New Jersey,
44133891,North Carolina,
44133891,Virginia,
44133891,Maryland,
44133891,New Jersey,
44124896,North Carolina,
44124896,Virginia,
44124896,Maryland,
44124896,New Jersey,
44121120,Hawaii,TRUE
44121120,Texas,
44110897,North Carolina,
44110897,Virginia,
44110897,Maryland,
44110897,New Jersey,
44106119,North Carolina,
44106119,Virginia,
44106119,Maryland,
44106119,New Jersey,
44078295,North Carolina,
44078295,Virginia,
44078295,Maryland,
44078295,New Jersey,
44077438,Maryland,
44077438,Virginia,
44077433,Maryland,
44077433,Virginia,
44070616,Maryland,
44070616,New Jersey,
44070616,New York,
44070616,Pennsylvania,
44070616,Virginia,
44070616,West Virginia,
44070616,Washington DC,
44067544,California,TRUE
44067544,Washington,
44043422,North Carolina,
44043422,Virginia,
44043422,Maryland,
44008551,North Carolina,
44008551,Virginia,
44008551,Maryland,
44008551,New Jersey,
43985528,North Carolina,
43985528,Virginia,
43985528,Maryland,
43985528,New Jersey,
43978707,Maryland,
43978707,Virginia,
43978682,Maryland,
43978682,Virginia,
43941191,Maryland,
43941191,New Jersey,
43941191,New York,
43941191,Pennsylvania,
43941191,Virginia,
43941191,West Virginia,
43941191,Washington DC,
43941181,Maryland,
43941181,New Jersey,
43941181,New York,
43941181,Pennsylvania,
43941181,Virginia,
43941181,West Virginia,
43941181,Washington DC,
43935296,Louisiana,TRUE
43935296,Minnesota,
43916151,Maryland,
43916151,Virginia,
43916136,Maryland,
43916136,Virginia,
43915537,West Virginia,TRUE
43915537,Virginia,
43913339,California,TRUE
43913339,Washington,
43883593,Virginia,
43883593,New Jersey,
43872853,North Carolina,
43872853,Virginia,
43872853,Maryland,
43796337,North Carolina,
43796337,Virginia,
43796337,Maryland,
43796337,New Jersey,
43750090,California,TRUE
43750090,Washington,
43717329,Texas,TRUE
43717329,Minnesota,
43675196,Georgia,TRUE
43675196,Ohio,
43663815,Georgia,
43663815,West Virginia,TRUE
43576898,Maryland,
43576898,Virginia,
43576891,Maryland,
43576891,Virginia,
43500391,Maryland,
43500391,Virginia,
43500380,Maryland,
43500380,Virginia,
43458978,California,
43458978,Tennessee,TRUE
43458900,California,
43458900,Tennessee,TRUE
43442070,Washington DC,
43442070,Maryland,
43401994,Maryland,
43401994,Virginia,
43390569,Maryland,
43390569,Virginia,
43390563,Maryland,
43390563,Virginia,
43379087,Maryland,
43379087,Virginia,
43366281,Maryland,
43366281,Virginia,
43243922,Texas,TRUE
43243922,New York,
43216186,North Carolina,
43216186,Virginia,
43216186,Maryland,
43215195,Maryland,
43215195,Virginia,
43082511,Afghanistan,TRUE
43082511,Connecticut,
42967623,North Carolina,
42967623,Virginia,
42967623,Maryland,
42929658,North Carolina,
42929658,Maryland,
42929658,Virginia,
42781510,Texas,TRUE
42781510,New York,
42746665,Georgia,
42746665,North Carolina,TRUE
42445043,California,TRUE
42445043,Washington,
42254825,North Carolina,
42254825,Virginia,
42254825,Maryland,
42136515,Oklahoma,TRUE
42136515,Pennsylvania,
42134668,Kentucky,TRUE
42134668,Minnesota,
41940886,Ohio,
41940886,Indiana,
41933242,Texas,TRUE
41933242,Colorado,
41830542,North Carolina,
41830542,Virginia,
41830542,Maryland,
41703813,North Carolina,
41703813,Virginia,
41703813,Maryland,
41377327,Texas,TRUE
41377327,Tennessee,
41308432,Washington DC,
41308432,Maryland,
40179330,Washington DC,
40179330,Maryland,
39699375,Virginia,
39699375,Maryland,
39699375,Washington DC,
38050885,Texas,TRUE
38050885,Georgia,
37731620,Illinois,
37731620,Indiana,TRUE
36978896,Maryland,
36978896,New Jersey,
36978896,New York,
36978896,Pennsylvania,
36978896,Virginia,
36978896,West Virginia,
36978896,Washington DC,
36691289,Florida,TRUE
36691289,Arizona,
33218331,Maryland,
33218331,New Jersey,
33218331,New York,
33218331,Pennsylvania,
33218331,Virginia,
33218331,West Virginia,
33218331,Washington DC,
31545963,Maryland,
31545963,New Jersey,
31545963,New York,
31545963,Pennsylvania,
31545963,Virginia,
31545963,West Virginia,
31545963,Washington DC,
25158585,Maine,
25158585,South Carolina,TRUE
25158585,Florida,