"doc_id","text","ent_type","start_id","length","id"
"text1","Anniston","GPE",4,1,"44713482"
"text1","Anniston","GPE",4,1,"44713482"
"text1","Birmingham","GPE",5,1,"44537647"
"text1","Brent","GPE",4,1,"43089521"
"text1","San Tan Valley","GPE",4,3,"45089374"
"text1","Chinle","GPE",4,1,"45077979"
"text1","Tempe","GPE",4,1,"45015865"
"text1","Arizona","GPE",6,1,"45015865"
"text1","San Tan Valley","GPE",4,3,"45011064"
"text1","Phoenix","GPE",4,1,"44486016"
"text1","San Tan Valley","GPE",4,3,"44999017"
"text1","San Tan Valley","GPE",4,3,"44964993"
"text1","San Tan Valley","GPE",4,3,"44954333"
"text1","Arizona","GPE",17,1,"44883894"
"text1","San Tan Valley","GPE",4,3,"44819439"
"text1","Gallup","GPE",4,1,"44770595"
"text1","NM","GPE",6,1,"44770595"
"text1","Greasewood","GPE",4,1,"44718348"
"text1","Peoria","GPE",4,1,"44486019"
"text1","Tucson","GPE",4,1,"44486018"
"text1","Arizona","GPE",6,1,"44486018"
"text1","Tempe","GPE",4,1,"44664118"
"text1","Arizona","GPE",6,1,"44664118"
"text1","San Tan Valley","GPE",4,3,"44595859"
"text1","San Tan Valley","GPE",4,3,"44584411"
"text1","San Tan Valley","GPE",4,3,"44558560"
"text1","Tempe","GPE",4,1,"44486509"
"text1","Arizona","GPE",6,1,"44486509"
"text1","San Tan Valley","GPE",4,3,"44458947"
"text1","San Tan Valley","GPE",4,3,"44399750"
"text1","Tempe","GPE",4,1,"43883574"
"text1","San Tan Valley","GPE",4,3,"43754330"
"text1","Tucson","GPE",4,1,"43469177"
"text1","Tempe","GPE",4,1,"43303662"
"text1","San Tan Valley","GPE",4,3,"42844450"
"text1","San Tan Valley","GPE",4,3,"41053913"
"text1","San Tan Valley","GPE",4,3,"39689202"
"text1","San Tan Valley","GPE",4,3,"38648037"
"text1","San Tan Valley","GPE",4,3,"38443589"
"text1","Pine, AZ","GPE",4,3,"38308117"
"text1","Tucson","GPE",15,1,"37245046"
"text1","Tucson","GPE",14,1,"36691289"
"text1","Phoenix","GPE",23,1,"36691289"
"text1","Little Rock","GPE",4,2,"44755734"
"text1","Benton","GPE",4,1,"44682355"
"text1","Arkansas","GPE",4,1,"43477994"
"text1","Maumelle","GPE",7,1,"34738577"
"text1","San Francisco","GPE",12,2,"45106518"
"text1","San Francisco","GPE",12,2,"45015864"
"text1","California","GPE",4,1,"44521882"
"text1","States","GPE",25,1,"44521882"
"text1","San Francisco","GPE",12,2,"44463086"
"text1","San Francisco","GPE",12,2,"43438032"
"text1","Santa Rosa","GPE",5,2,"37939664"
"text1","US","GPE",8,1,"16313278"
"text1","Fresno","GPE",9,1,"9317153"
"text1","Denver","GPE",5,1,"44953336"
"text1","Denver","GPE",5,1,"41179812"
"text1","Denver","GPE",5,1,"40036107"
"text1","Connecticut","GPE",4,1,"45106891"
"text1","Kentucky","GPE",4,1,"45105826"
"text1","Connecticut","GPE",4,1,"45058945"
"text1","Connecticut","GPE",4,1,"45058962"
"text1","Connecticut","GPE",4,1,"45058978"
"text1","Connecticut","GPE",4,1,"45072805"
"text1","Connecticut","GPE",4,1,"45072665"
"text1","Astoria","GPE",4,1,"45072674"
"text1","Astoria","GPE",4,1,"45072609"
"text1","Astoria","GPE",4,1,"45071933"
"text1","Connecticut","GPE",4,1,"45070536"
"text1","Connecticut","GPE",4,1,"45070515"
"text1","Connecticut","GPE",4,1,"45059017"
"text1","Connecticut","GPE",4,1,"45059005"
"text1","Connecticut","GPE",4,1,"45059325"
"text1","Connecticut","GPE",4,1,"45069204"
"text1","Connecticut","GPE",4,1,"45068169"
"text1","CT]Meet","GPE",4,1,"45057627"
"text1","Astoria","GPE",4,1,"45042921"
"text1","Canton","GPE",4,1,"45041777"
"text1","Queens","GPE",4,1,"45024956"
"text1","Queens","GPE",4,1,"45024812"
"text1","Queens","GPE",4,1,"45024216"
"text1","Watertown","GPE",4,1,"45006447"
"text1","Astoria","GPE",4,1,"45003688"
"text1","Houston","GPE",4,1,"45002307"
"text1","Long Island","GPE",4,2,"44998793"
"text1","NY","GPE",7,1,"44998793"
"text1","Huntington","GPE",4,1,"44998013"
"text1","HUNTINGTON","GPE",4,1,"44986239"
"text1","Astoria","GPE",4,1,"44951718"
"text1","Astoria","GPE",4,1,"44951600"
"text1","Connecticut","GPE",4,1,"44928251"
"text1","Huntington","GPE",4,1,"44908317"
"text1","Alabama","GPE",7,1,"44906700"
"text1","Alabama","GPE",7,1,"44906513"
"text1","Alabama","GPE",7,1,"44906501"
"text1","Alabama","GPE",7,1,"44906474"
"text1","Alabama","GPE",7,1,"44906449"
"text1","Alabama","GPE",7,1,"44906405"
"text1","Alabama","GPE",7,1,"44906357"
"text1","Alabama","GPE",7,1,"44906301"
"text1","Alabama","GPE",7,1,"44906286"
"text1","Alabama","GPE",7,1,"44906273"
"text1","Alabama","GPE",7,1,"44906239"
"text1","Alabama","GPE",7,1,"44906212"
"text1","Houston","GPE",4,1,"44896177"
"text1","Astoria","GPE",4,1,"44867474"
"text1","Houston","GPE",4,1,"44857120"
"text1","Houston","GPE",4,1,"44857049"
"text1","Astoria","GPE",4,1,"44837375"
"text1","Louisiana","GPE",5,1,"44816388"
"text1","Astoria","GPE",4,1,"44809841"
"text1","Houston","GPE",4,1,"44807703"
"text1","Astoria","GPE",4,1,"44806198"
"text1","Houston","GPE",4,1,"44671707"
"text1","Houston","GPE",4,1,"44671687"
"text1","Huntington","GPE",4,1,"44622762"
"text1","Alabama","GPE",7,1,"44589720"
"text1","Alabama","GPE",7,1,"44582907"
"text1","Astoria","GPE",4,1,"44579129"
"text1","Alabama","GPE",7,1,"44572042"
"text1","Alabama","GPE",7,1,"44571808"
"text1","Houston","GPE",4,1,"44569543"
"text1","Houston","GPE",4,1,"44569527"
"text1","Houston","GPE",4,1,"44562421"
"text1","Connecticut","GPE",4,1,"44556789"
"text1","Alabama","GPE",7,1,"44555133"
"text1","Astoria","GPE",4,1,"44531481"
"text1","NC","GPE",4,1,"44421062"
"text1","Alabama","GPE",7,1,"44379791"
"text1","Queens","GPE",4,1,"44328289"
"text1","Deltona","GPE",4,1,"44252401"
"text1","Florida","GPE",6,1,"44252401"
"text1","Astoria","GPE",4,1,"44245106"
"text1","Huntington","GPE",4,1,"44134052"
"text1","Mahwah","GPE",4,1,"44133682"
"text1","NJ","GPE",6,1,"44133682"
"text1","Massapequa","GPE",4,1,"44102541"
"text1","North Carolina","GPE",4,2,"43941166"
"text1","Astoria","GPE",4,1,"43718902"
"text1","Huntington","GPE",4,1,"43419109"
"text1","Abelina","GPE",10,1,"43419109"
"text1","Huntington NY","GPE",4,2,"43265088"
"text1","Huntington","GPE",4,1,"43264991"
"text1","Huntington","GPE",4,1,"43243922"
"text1","Huntington","GPE",4,1,"43242171"
"text1","Far Rockaway","GPE",4,2,"43222402"
"text1","Far Rockaway","GPE",4,2,"43222347"
"text1","Far Rockaway","GPE",4,2,"43222335"
"text1","Far Rockaway","GPE",4,2,"43222089"
"text1","Far Rockaway","GPE",4,2,"43221791"
"text1","CT","GPE",4,1,"43175830"
"text1","CT","GPE",4,1,"43082511"
"text1","Far Rockaway","GPE",4,2,"43079698"
"text1","Alabama","GPE",7,1,"42857230"
"text1","Huntington","GPE",4,1,"42781510"
"text1","Huntington","GPE",4,1,"42781212"
"text1","Alabama","GPE",7,1,"42613510"
"text1","Long Island","GPE",4,2,"42591283"
"text1","NY","GPE",7,1,"42591283"
"text1","Astoria","GPE",4,1,"42458433"
"text1","Huntington","GPE",4,1,"42337640"
"text1","Alabama","GPE",7,1,"41712600"
"text1","Alabama","GPE",7,1,"41708175"
"text1","Alabama","GPE",7,1,"41469647"
"text1","Alabama","GPE",7,1,"41469511"
"text1","Alabama","GPE",7,1,"41469289"
"text1","Alabama","GPE",7,1,"41468976"
"text1","Alabama","GPE",7,1,"41467995"
"text1","Alabama","GPE",7,1,"41378268"
"text1","Alabama","GPE",7,1,"41378143"
"text1","Alabama","GPE",7,1,"41377647"
"text1","New Windsor","GPE",4,2,"41359772"
"text1","NY","GPE",7,1,"41359772"
"text1","Poughkeepsie","GPE",13,1,"41359772"
"text1","Florence","GPE",4,1,"41194340"
"text1","Oregon","GPE",6,1,"41194340"
"text1","Ronkonkoma","GPE",4,1,"41117397"
"text1","CT","GPE",4,1,"40030410"
"text1","Quinter","GPE",4,1,"39630592"
"text1","Far Rockaway","GPE",4,2,"39494655"
"text1","Vermont","GPE",8,1,"38643680"
"text1","Lawrenceville","GPE",4,1,"38050885"
"text1","Georgia","GPE",6,1,"38050885"
"text1","Lawrenceville","GPE",4,1,"36508983"
"text1","Georgia","GPE",6,1,"36508983"
"text1","Michigan","GPE",4,1,"36508955"
"text1","Far Rockaway","GPE",4,2,"36206981"
"text1","NJ","GPE",5,1,"45086401"
"text1","Burlington County","GPE",8,2,"45086401"
"text1","MD","GPE",4,1,"45028362"
"text1","Collingswood","GPE",4,1,"45011582"
"text1","Parsippany","GPE",4,1,"44858282"
"text1","NJ","GPE",6,1,"44858282"
"text1","Maysville","GPE",4,1,"44837846"
"text1","KY","GPE",6,1,"44837846"
"text1","Maryland","GPE",4,1,"44810058"
"text1","MD","GPE",4,1,"44796458"
"text1","MD","GPE",4,1,"44796459"
"text1","Frederick","GPE",4,1,"44618944"
"text1","MD","GPE",6,1,"44618944"
"text1","St.","GPE",4,1,"44523745"
"text1","Harford County","GPE",4,2,"44435310"
"text1","Maryland","GPE",7,1,"44435310"
"text1","Birdsboro","GPE",4,1,"42877860"
"text1","Karma","GPE",11,1,"42877860"
"text1","Alexandria","GPE",4,1,"41512259"
"text1","VA","GPE",6,1,"41512259"
"text1","Springfield","GPE",4,1,"39688178"
"text1","VA","GPE",6,1,"39688178"
"text1","Leonardtown","GPE",4,1,"16657005"
"text1","MD","GPE",6,1,"16657005"
"text1","St.","GPE",4,1,"45093600"
"text1","Welaka / Putnam County","GPE",4,4,"45070905"
"text1","Seminole","GPE",4,1,"45049980"
"text1","Florida","GPE",4,1,"44847368"
"text1","Florida","GPE",4,1,"44735671"
"text1","Deltona","GPE",4,1,"44731266"
"text1","Florida","GPE",5,1,"44731266"
"text1","Florida","GPE",4,1,"44708590"
"text1","Dade City","GPE",4,2,"44702768"
"text1","FL","GPE",7,1,"44702768"
"text1","Pasco County","GPE",9,2,"44702768"
"text1","Citrus Springs","GPE",4,2,"44602972"
"text1","FL","GPE",7,1,"44602972"
"text1","Citrus Springs","GPE",4,2,"44602974"
"text1","FL","GPE",7,1,"44602974"
"text1","Orlando","GPE",4,1,"44482640"
"text1","Myakka City","GPE",4,2,"44411666"
"text1","FL","GPE",7,1,"44411666"
"text1","Manatee County","GPE",9,2,"44411666"
"text1","Cocoa","GPE",4,1,"44392693"
"text1","Brevard County","GPE",6,2,"44392693"
"text1","Cocoa","GPE",4,1,"44392681"
"text1","Brevard County","GPE",6,2,"44392681"
"text1","Citrus Springs","GPE",4,2,"42883725"
"text1","FL","GPE",7,1,"42883725"
"text1","Pompano Beach","GPE",4,2,"41790549"
"text1","Citrus Springs","GPE",4,2,"38214697"
"text1","FL","GPE",7,1,"38214697"
"text1","Citrus Springs","GPE",4,2,"27545174"
"text1","FL","GPE",7,1,"27545174"
"text1","Fort Valley","GPE",4,2,"45023538"
"text1","Fort Valley","GPE",4,2,"45023483"
"text1","Fort Valley","GPE",4,2,"44962074"
"text1","Fort Valley","GPE",4,2,"44962050"
"text1","Fort Valley","GPE",4,2,"44940361"
"text1","Fort Valley","GPE",4,2,"44940008"
"text1","Fort Valley","GPE",4,2,"44939772"
"text1","Fort Valley","GPE",4,2,"44743277"
"text1","Fort Valley","GPE",4,2,"44743115"
"text1","Fort Valley","GPE",4,2,"44742654"
"text1","Fort Valley","GPE",4,2,"44742488"
"text1","Fort Valley","GPE",4,2,"44581725"
"text1","Fort Valley","GPE",4,2,"44581682"
"text1","Fort Valley","GPE",4,2,"44581645"
"text1","Fort Valley","GPE",4,2,"44580266"
"text1","Fort Valley","GPE",4,2,"44537454"
"text1","Fort Valley","GPE",4,2,"44165726"
"text1","Fort Valley","GPE",4,2,"44165549"
"text1","Fort Valley","GPE",4,2,"43938033"
"text1","Fort Valley","GPE",4,2,"43937127"
"text1","Fort Valley","GPE",4,2,"43930524"
"text1","Fort Valley","GPE",4,2,"43759370"
"text1","Fort Valley","GPE",4,2,"43759264"
"text1","Fort Valley","GPE",4,2,"43759167"
"text1","Fort Valley","GPE",4,2,"43347504"
"text1","Fort Valley","GPE",4,2,"43147400"
"text1","Fort Valley","GPE",4,2,"42693564"
"text1","Fort Valley","GPE",4,2,"42136672"
"text1","Fort Valley","GPE",4,2,"41067665"
"text1","Fort Valley","GPE",4,2,"41067677"
"text1","Fort Valley","GPE",4,2,"40615718"
"text1","Fort Valley","GPE",4,2,"40504801"
"text1","Fort Valley","GPE",4,2,"39736810"
"text1","Fort Valley","GPE",4,2,"39533135"
"text1","Newnan","GPE",4,1,"39263307"
"text1","Fort Valley","GPE",4,2,"38466747"
"text1","Fort Valley","GPE",4,2,"38466566"
"text1","Fort Valley","GPE",4,2,"38465947"
"text1","Fort Valley","GPE",4,2,"38465563"
"text1","Fort Valley","GPE",4,2,"38465370"
"text1","Fort Valley","GPE",4,2,"38458682"
"text1","Fort Valley","GPE",4,2,"38453559"
"text1","Fort Valley","GPE",4,2,"38451445"
"text1","Fort Valley","GPE",4,2,"38451251"
"text1","Fort Valley","GPE",4,2,"38444590"
"text1","Wisconsin","GPE",4,1,"45048738"
"text1","Bloomington","GPE",4,1,"44754764"
"text1","Dayton","GPE",4,1,"45082461"
"text1","Ohio","GPE",6,1,"45082461"
"text1","Batesville","GPE",4,1,"42990072"
"text1","Kennel","GPE",4,1,"42631364"
"text1","Bloomington","GPE",4,1,"37731620"
"text1","Indiana","GPE",6,1,"37731620"
"text1","Haysville","GPE",4,1,"44682390"
"text1","Shepherdsville","GPE",4,1,"45003139"
"text1","KY","GPE",6,1,"45003139"
"text1","Cynthiana","GPE",4,1,"45014868"
"text1","Cynthiana","GPE",4,1,"45014837"
"text1","Fort Mitchell","GPE",4,2,"44034979"
"text1","Sebec","GPE",4,1,"44759409"
"text1","Maine","GPE",6,1,"44759409"
"text1","Sebec","GPE",4,1,"44759410"
"text1","Maine","GPE",6,1,"44759410"
"text1","Sebec","GPE",4,1,"44759412"
"text1","Maine","GPE",6,1,"44759412"
"text1","Surry","GPE",4,1,"43774832"
"text1","Maine","GPE",6,1,"43774832"
"text1","Littlestown","GPE",4,1,"44990568"
"text1","Littlestown","GPE",4,1,"44990539"
"text1","Gettysburg","GPE",6,1,"44988870"
"text1","Pennsylvania","GPE",8,1,"44988870"
"text1","Gettysburg","GPE",6,1,"44518826"
"text1","Pennsylvania","GPE",8,1,"44518826"
"text1","Littlestown","GPE",4,1,"44099754"
"text1","Washington, DC","GPE",4,3,"43824635"
"text1","Hopewell","GPE",4,1,"41057870"
"text1","VA","GPE",6,1,"41057870"
"text1","Remus","GPE",4,1,"45043486"
"text1","Michigan","GPE",6,1,"45043486"
"text1","Remus","GPE",4,1,"45032668"
"text1","Michigan","GPE",6,1,"45032668"
"text1","Remus","GPE",4,1,"45032669"
"text1","Michigan","GPE",6,1,"45032669"
"text1","Remus","GPE",4,1,"45032670"
"text1","Michigan","GPE",6,1,"45032670"
"text1","Remus","GPE",4,1,"45032671"
"text1","Michigan","GPE",6,1,"45032671"
"text1","Remus","GPE",4,1,"45017094"
"text1","Michigan","GPE",6,1,"45017094"
"text1","Remus","GPE",4,1,"44953782"
"text1","Michigan","GPE",6,1,"44953782"
"text1","Remus","GPE",4,1,"44757389"
"text1","Michigan","GPE",6,1,"44757389"
"text1","Remus","GPE",4,1,"44687425"
"text1","Michigan","GPE",6,1,"44687425"
"text1","Remus","GPE",4,1,"44687426"
"text1","Michigan","GPE",6,1,"44687426"
"text1","Remus","GPE",4,1,"44687428"
"text1","Michigan","GPE",6,1,"44687428"
"text1","Remus","GPE",4,1,"44471634"
"text1","Michigan","GPE",6,1,"44471634"
"text1","Remus","GPE",4,1,"44471635"
"text1","Michigan","GPE",6,1,"44471635"
"text1","Remus","GPE",4,1,"44237592"
"text1","Michigan","GPE",6,1,"44237592"
"text1","Remus","GPE",4,1,"44237593"
"text1","Michigan","GPE",6,1,"44237593"
"text1","Remus","GPE",4,1,"43836556"
"text1","Michigan","GPE",6,1,"43836556"
"text1","Michigan","GPE",4,1,"43413361"
"text1","Michigan","GPE",4,1,"43413360"
"text1","Remus","GPE",4,1,"43020720"
"text1","Michigan","GPE",6,1,"43020720"
"text1","Holland","GPE",4,1,"42157910"
"text1","Ohio","GPE",5,1,"42157910"
"text1","Remus","GPE",4,1,"40510404"
"text1","Michigan","GPE",6,1,"40510404"
"text1","Remus","GPE",4,1,"38014654"
"text1","Michigan","GPE",6,1,"38014654"
"text1","Remus","GPE",4,1,"38014655"
"text1","Michigan","GPE",6,1,"38014655"
"text1","Remus","GPE",4,1,"38014657"
"text1","Michigan","GPE",6,1,"38014657"
"text1","Remus","GPE",4,1,"37096581"
"text1","Michigan","GPE",6,1,"37096581"
"text1","Remus","GPE",4,1,"32963759"
"text1","Michigan","GPE",6,1,"32963759"
"text1","Remus","GPE",4,1,"27535798"
"text1","Michigan","GPE",6,1,"27535798"
"text1","Minnesota","GPE",6,1,"45102467"
"text1","Minnesota","GPE",6,1,"45102466"
"text1","Minnesota","GPE",6,1,"45102469"
"text1","Minnesota","GPE",6,1,"45102470"
"text1","Minnesota","GPE",6,1,"45102464"
"text1","Minnesota","GPE",6,1,"45102465"
"text1","Minnesota","GPE",6,1,"45102468"
"text1","Minnesota","GPE",6,1,"45102460"
"text1","Minnesota","GPE",6,1,"45092307"
"text1","Minnesota","GPE",6,1,"45075810"
"text1","Minnesota","GPE",6,1,"45075815"
"text1","Minnesota","GPE",6,1,"45068723"
"text1","Minnesota","GPE",6,1,"45068725"
"text1","Minnesota","GPE",6,1,"45068726"
"text1","Minnesota","GPE",6,1,"45068727"
"text1","Minnesota","GPE",6,1,"45068729"
"text1","Minnesota","GPE",6,1,"45055498"
"text1","Minnesota","GPE",6,1,"45055496"
"text1","Minnesota","GPE",6,1,"45055497"
"text1","Minnesota","GPE",6,1,"45047034"
"text1","Minnesota","GPE",6,1,"45047035"
"text1","Minnesota","GPE",6,1,"45047037"
"text1","Minnesota","GPE",6,1,"45047038"
"text1","Minnesota","GPE",6,1,"45047039"
"text1","Minnesota","GPE",6,1,"45047040"
"text1","Minnesota","GPE",6,1,"45047044"
"text1","Minnesota","GPE",6,1,"45047045"
"text1","Minnesota","GPE",6,1,"45047048"
"text1","Minnesota","GPE",6,1,"45027326"
"text1","Minnesota","GPE",6,1,"45019236"
"text1","Minnesota","GPE",6,1,"45006712"
"text1","Minnesota","GPE",6,1,"45006714"
"text1","Minnesota","GPE",6,1,"45000887"
"text1","Minnesota","GPE",6,1,"44994521"
"text1","Minnesota","GPE",6,1,"44986759"
"text1","Minnesota","GPE",6,1,"44977372"
"text1","Minnesota","GPE",6,1,"44977369"
"text1","Minnesota","GPE",6,1,"44977370"
"text1","Minnesota","GPE",6,1,"44967845"
"text1","Minnesota","GPE",6,1,"44967846"
"text1","Minnesota","GPE",6,1,"44957457"
"text1","Minnesota","GPE",6,1,"44949049"
"text1","Minnesota","GPE",6,1,"44949053"
"text1","Minnesota","GPE",6,1,"44949056"
"text1","Minnesota","GPE",6,1,"44941792"
"text1","Minnesota","GPE",6,1,"44941793"
"text1","Minnesota","GPE",6,1,"44912408"
"text1","Minnesota","GPE",6,1,"44902798"
"text1","Minnesota","GPE",6,1,"44902801"
"text1","Minnesota","GPE",6,1,"44902803"
"text1","Minnesota","GPE",6,1,"44902780"
"text1","Minnesota","GPE",6,1,"44902786"
"text1","Minnesota","GPE",6,1,"44902792"
"text1","Minnesota","GPE",6,1,"44902795"
"text1","Minnesota","GPE",6,1,"44902796"
"text1","Minnesota","GPE",6,1,"44902804"
"text1","Minnesota","GPE",6,1,"44902774"
"text1","Minnesota","GPE",6,1,"44893193"
"text1","Minnesota","GPE",6,1,"44893197"
"text1","Minnesota","GPE",6,1,"44884867"
"text1","Minnesota","GPE",6,1,"44884869"
"text1","Minnesota","GPE",6,1,"44884870"
"text1","Minnesota","GPE",6,1,"44884871"
"text1","Minnesota","GPE",6,1,"44884872"
"text1","Minnesota","GPE",6,1,"44877847"
"text1","Minnesota","GPE",6,1,"44877850"
"text1","Minnesota","GPE",6,1,"44877854"
"text1","Minnesota","GPE",6,1,"44877835"
"text1","Minnesota","GPE",6,1,"44871732"
"text1","Minnesota","GPE",6,1,"44871734"
"text1","Minnesota","GPE",6,1,"44850267"
"text1","Minnesota","GPE",6,1,"44825840"
"text1","Minnesota","GPE",6,1,"44815289"
"text1","Minnesota","GPE",6,1,"44815292"
"text1","Minnesota","GPE",6,1,"44811565"
"text1","Minnesota","GPE",6,1,"44795051"
"text1","Minnesota","GPE",6,1,"44710284"
"text1","Minnesota","GPE",6,1,"44698522"
"text1","Minnesota","GPE",6,1,"44684114"
"text1","Minnesota","GPE",6,1,"44681493"
"text1","Minnesota","GPE",6,1,"44681492"
"text1","Minnesota","GPE",6,1,"44661023"
"text1","Minnesota","GPE",6,1,"44661022"
"text1","Minnesota","GPE",6,1,"44648059"
"text1","Minnesota","GPE",6,1,"44648055"
"text1","Minnesota","GPE",6,1,"44639763"
"text1","Minnesota","GPE",6,1,"44631861"
"text1","Minnesota","GPE",6,1,"44592062"
"text1","Minnesota","GPE",6,1,"44585823"
"text1","Minnesota","GPE",6,1,"44576433"
"text1","Minnesota","GPE",6,1,"44564534"
"text1","Minnesota","GPE",6,1,"44555088"
"text1","Minnesota","GPE",6,1,"44535356"
"text1","Minnesota","GPE",6,1,"44524639"
"text1","Minnesota","GPE",6,1,"44524648"
"text1","Minnesota","GPE",6,1,"44518320"
"text1","Minnesota","GPE",6,1,"44490685"
"text1","Minnesota","GPE",6,1,"44474055"
"text1","Minnesota","GPE",6,1,"44445033"
"text1","Minnesota","GPE",6,1,"44419508"
"text1","Minnesota","GPE",6,1,"44419509"
"text1","Minnesota","GPE",6,1,"44412667"
"text1","Minnesota","GPE",6,1,"44409024"
"text1","Minnesota","GPE",6,1,"44409025"
"text1","Minnesota","GPE",6,1,"44409028"
"text1","Willmar","GPE",4,1,"44365078"
"text1","MNPinto","GPE",6,1,"44365078"
"text1","Minnesota","GPE",6,1,"44309353"
"text1","Minnesota","GPE",6,1,"44291924"
"text1","Minnesota","GPE",6,1,"44262481"
"text1","Minnesota","GPE",6,1,"44213118"
"text1","Minnesota","GPE",6,1,"43956709"
"text1","Minnesota","GPE",6,1,"43942564"
"text1","Minnesota","GPE",6,1,"43935296"
"text1","Minnesota","GPE",6,1,"43842355"
